Url_inzercie;Nazov_inzercie;Lokalita;Cena;Dispozicia;Rozloha;Ulica
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-kudlov-vaclavska/1154065228;Pronájem bytu 2+1 57 m²;Václavská, Zlín - Kudlov;12000.0;2+1;57;Václavská
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-benesovo-nabrezi/700162892;Pronájem bytu 2+1 65 m²;Benešovo nábřeží, Zlín;11000.0;2+1;65;Benešovo nábřeží
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-malenovice-chelcickeho/2169746252;Pronájem bytu 2+1 58 m²;Chelčického, Zlín - Malenovice;13000.0;2+1;58;Chelčického
https://www.sreality.cz/detail/pronajem/byt/2+kk/zlin-zlin-pod-kriby/3234702156;Pronájem bytu 2+kk 38 m²;Pod Křiby, Zlín;15000.0;2+kk;38;Pod Křiby
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-mladcova-mokra-i/367895372;Pronájem bytu 2+1 57 m²;Mokrá I, Zlín - Mladcová;10000.0;2+1;57;Mokrá I
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-lorencova/1268953932;Pronájem bytu 1+kk 26 m²;Lorencova, Zlín;10900.0;1+kk;26;Lorencova
https://www.sreality.cz/detail/pronajem/byt/2+kk/otrokovice-otrokovice-moravni/2939503180;Pronájem bytu 2+kk 56 m²;Moravní, Otrokovice;20990.0;2+kk;56;Moravní
https://www.sreality.cz/detail/pronajem/byt/1+kk/otrokovice-otrokovice-moravni/4281680460;Pronájem bytu 1+kk 32 m²;Moravní, Otrokovice;14000.0;1+kk;32;Moravní
https://www.sreality.cz/detail/pronajem/byt/2+1/frystak-frystak-namesti-miru/1362993996;Pronájem bytu 2+1 72 m²;náměstí Míru, Fryšták;12000.0;2+1;72;náměstí Míru
https://www.sreality.cz/detail/pronajem/byt/1+1/zlin-louky-zadni-luhy/3514671948;Pronájem bytu 1+1 18 m²;Zadní luhy, Zlín - Louky;10000.0;1+1;18;Zadní luhy
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-stefanikova/795714380;Pronájem bytu 1+kk 22 m²;Štefánikova, Zlín;11900.0;1+kk;22;Štefánikova
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-bartosova/3059696204;Pronájem bytu 2+1 80 m²;Bartošova, Zlín;15500.0;2+1;80;Bartošova
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-sokolska/3348013900;Pronájem bytu 2+1 53 m²;Sokolská, Zlín;15000.0;2+1;53;Sokolská
https://www.sreality.cz/detail/pronajem/byt/1+kk/otrokovice-kvitkovice-spojovaci/3115230028;Pronájem bytu 1+kk 40 m²;Spojovací, Otrokovice - Kvítkovice;12500.0;1+kk;40;Spojovací
https://www.sreality.cz/detail/pronajem/byt/3+1/zlin-zlin-na-honech-iii/2923340620;Pronájem bytu 3+1 66 m²;Na Honech III, Zlín;16500.0;3+1;66;Na Honech III
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-zelinova/544121676;Pronájem bytu 1+kk 37 m²;Zelinova, Zlín;12500.0;1+kk;37;Zelinova
https://www.sreality.cz/detail/pronajem/byt/1+1/zlin-zlin-dily-iii/1013514076;Pronájem bytu 1+1 36 m²;Díly III, Zlín;12000.0;1+1;36;Díly III
https://www.sreality.cz/detail/pronajem/byt/pokoj/breznice-breznice-/4267840588;Pronájem bytu pokoje 20 m²;Březnice;7500.0;1 pokoj;20;Březnice
https://www.sreality.cz/detail/pronajem/byt/2+kk/zlin-zlin-pasecka/953279820;Pronájem bytu 2+kk 36 m²;Pasecká, Zlín;12500.0;2+kk;36;Pasecká
https://www.sreality.cz/detail/pronajem/byt/pokoj/zlin-zlin-tyrsovo-nabrezi/1278517836;Pronájem bytu pokoje 35 m²;Tyršovo nábřeží, Zlín;5500.0;1 pokoj;35;Tyršovo nábřeží
https://www.sreality.cz/detail/pronajem/byt/1+1/zlin-mladcova-/1192928076;Pronájem bytu 1+1 44 m²;Zlín - Mladcová;11000.0;1+1;44;Zlín - Mladcová
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-lhotka-/931312460;Pronájem bytu 2+1 65 m²;Zlín - Lhotka;12500.0;2+1;65;Zlín - Lhotka
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-ruzova/1069523788;Pronájem bytu 2+1 70 m²;Růžová, Zlín;18000.0;2+1;70;Růžová
https://www.sreality.cz/detail/pronajem/byt/1+1/zlin-zlin-dlouha/2900337484;Pronájem bytu 1+1 31 m²;Dlouhá, Zlín;8900.0;1+1;31;Dlouhá
https://www.sreality.cz/detail/pronajem/byt/1+1/zlin-zlin-podlesi-iv/2749342540;Pronájem bytu 1+1 36 m²;Podlesí IV, Zlín;8900.0;1+1;36;Podlesí IV
https://www.sreality.cz/detail/pronajem/byt/3+kk/zlin-zlin-koterova/536847180;Pronájem bytu 3+kk 63 m²;Kotěrova, Zlín;13000.0;3+kk;63;Kotěrova
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-prstne-svat-cecha/1133032268;Pronájem bytu 1+kk 25 m²;Svat. Čecha, Zlín - Prštné;8400.0;1+kk;25;Svat. Čecha
https://www.sreality.cz/detail/pronajem/byt/2+kk/zlin-malenovice-sokolovska/4068451148;Pronájem bytu 2+kk 55 m²;Sokolovská, Zlín - Malenovice;15900.0;2+kk;55;Sokolovská
https://www.sreality.cz/detail/pronajem/byt/4+1/zlin-zlin-stredova/1550058060;SLEVA: Pronájem bytu 4+1 75 m²;Středová, Zlín;16000.0;4+1;75;Středová
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-malenovice-husova/946164300;Pronájem bytu 2+1 48 m²;Husova, Zlín - Malenovice;10200.0;2+1;48;Husova
https://www.sreality.cz/detail/pronajem/byt/2+kk/zlin-zlin-podlesi-v/3971523404;Pronájem bytu 2+kk 58 m²;Podlesí V, Zlín;12500.0;2+kk;58;Podlesí V
https://www.sreality.cz/detail/pronajem/byt/2+1/otrokovice-otrokovice-tr-osvobozeni/4002570828;Pronájem bytu 2+1 65 m²;tř. Osvobození, Otrokovice;11000.0;2+1;65;tř. Osvobození
https://www.sreality.cz/detail/pronajem/byt/2+1/vizovice-vizovice-ctvrt-a-haby/2712908620;Pronájem bytu 2+1 56 m²;čtvrť A. Háby, Vizovice;11500.0;2+1;56;čtvrť A. Háby
https://www.sreality.cz/detail/pronajem/byt/3+1/otrokovice-kvitkovice-hlavni/3048452940;Pronájem bytu 3+1 65 m²;Hlavní, Otrokovice - Kvítkovice;12500.0;3+1;65;Hlavní
https://www.sreality.cz/detail/pronajem/byt/2+1/otrokovice-otrokovice-nadrazni/2277090124;Pronájem bytu 2+1 56 m²;Nádražní, Otrokovice;12000.0;2+1;56;Nádražní
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-priluky-bonecky-rybnik/3745096524;Pronájem bytu 1+kk 28 m²;Boněcký rybník, Zlín - Příluky;15000.0;1+kk;28;Boněcký rybník
https://www.sreality.cz/detail/pronajem/byt/1+kk/otrokovice-otrokovice-j-jaburkove/506045260;Pronájem bytu 1+kk 30 m²;J. Jabůrkové, Otrokovice;10000.0;1+kk;30;J. Jabůrkové
https://www.sreality.cz/detail/pronajem/byt/3+1/otrokovice-otrokovice-svobodova/3727270732;Pronájem bytu 3+1 73 m²;Svobodova, Otrokovice;19500.0;3+1;73;Svobodova
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-bratri-jaronku/2104075084;Pronájem bytu 2+1 54 m²;Bratří Jaroňků, Zlín;12500.0;2+1;54;Bratří Jaroňků
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-kuty/53625420;Pronájem bytu 1+kk 30 m²;Kúty, Zlín;12000.0;1+kk;30;Kúty
https://www.sreality.cz/detail/pronajem/byt/1+1/zlin-zlin-potoky/3362869836;Pronájem bytu 1+1 36 m²;Potoky, Zlín;12500.0;1+1;36;Potoky
https://www.sreality.cz/detail/pronajem/byt/2+1/otrokovice-kvitkovice-lidicka/2633671500;Pronájem bytu 2+1 49 m²;Lidická, Otrokovice - Kvítkovice;11000.0;2+1;49;Lidická
https://www.sreality.cz/detail/pronajem/byt/3+kk/frystak-horni-ves-komenskeho/4162495308;Pronájem bytu 3+kk 63 m²;Komenského, Fryšták - Horní Ves;15000.0;3+kk;63;Komenského
https://www.sreality.cz/detail/pronajem/byt/3+kk/zlin-zlin-obeciny/3256525644;Pronájem bytu 3+kk 80 m²;Obeciny, Zlín;15000.0;3+kk;80;Obeciny
https://www.sreality.cz/detail/pronajem/byt/3+1/zlin-malenovice-husova/1862968140;Pronájem bytu 3+1 63 m²;Husova, Zlín - Malenovice;17490.0;3+1;63;Husova
https://www.sreality.cz/detail/pronajem/byt/2+kk/zlin-priluky-nebeska/2857018188;Pronájem bytu 2+kk 70 m²;Nebeská, Zlín - Příluky;19800.0;2+kk;70;Nebeská
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-breznicka/2228634188;Pronájem bytu 1+kk 38 m²;Březnická, Zlín;10000.0;1+kk;38;Březnická
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-vetrna/2431017548;Pronájem bytu 1+kk 26 m²;Větrná, Zlín;8900.0;1+kk;26;Větrná
https://www.sreality.cz/detail/pronajem/byt/3+kk/sazovice-sazovice-/808739404;Pronájem bytu 3+kk 61 m²;Sazovice;17000.0;3+kk;61;Sazovice
https://www.sreality.cz/detail/pronajem/byt/2+kk/zlin-zlin-podlesi-v/2449187660;Pronájem bytu 2+kk 56 m²;Podlesí V, Zlín;17000.0;2+kk;56;Podlesí V
https://www.sreality.cz/detail/pronajem/byt/1+1/zlin-zlin-dily-iv/4028343116;Pronájem bytu 1+1 29 m²;Díly IV, Zlín;12000.0;1+1;29;Díly IV
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-cihlarska/3188433740;Pronájem bytu 2+1 55 m²;Cihlářská, Zlín;16500.0;2+1;55;Cihlářská
https://www.sreality.cz/detail/pronajem/byt/3+1/zlin-zlin-benesovo-nabrezi/3850085196;Pronájem bytu 3+1 78 m²;Benešovo nábřeží, Zlín;13000.0;3+1;78;Benešovo nábřeží
https://www.sreality.cz/detail/pronajem/byt/3+1/zlin-zlin-trida-tomase-bati/3781927756;SLEVA: Pronájem bytu 3+1 62 m²;třída Tomáše Bati, Zlín;13000.0;3+1;62;třída Tomáše Bati
https://www.sreality.cz/detail/pronajem/byt/1+kk/valasske-klobouky-valasske-klobouky-masarykovo-namesti/1645978444;Pronájem bytu 1+kk 24 m²;Masarykovo náměstí, Valašské Klobouky;10670.0;1+kk;24;Masarykovo náměstí
https://www.sreality.cz/detail/pronajem/byt/1+1/zlin-zlin-u-zimniho-stadionu/3306468172;Pronájem bytu 1+1 24 m²;U Zimního stadionu, Zlín;8768.0;1+1;24;U Zimního stadionu
https://www.sreality.cz/detail/pronajem/byt/3+1/zlin-zlin-prikra/3492066124;Pronájem bytu 3+1 110 m²;Příkrá, Zlín;17000.0;3+1;110;Příkrá
https://www.sreality.cz/detail/pronajem/byt/2+kk/zlin-prstne-jiraskova/2002039628;Pronájem bytu 2+kk 40 m²;Jiráskova, Zlín - Prštné;14000.0;2+kk;40;Jiráskova
https://www.sreality.cz/detail/pronajem/byt/3+1/zlin-zlin-u-trojaku/426029900;Pronájem bytu 3+1 92 m²;U Trojáku, Zlín;16000.0;3+1;92;U Trojáku
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-stefanikova/3309658700;Pronájem bytu 2+1 43 m²;Štefánikova, Zlín;14000.0;2+1;43;Štefánikova
https://www.sreality.cz/detail/pronajem/byt/1+1/otrokovice-kvitkovice-lucni/3824530252;Pronájem bytu 1+1 33 m²;Luční, Otrokovice - Kvítkovice;9650.0;1+1;33;Luční
https://www.sreality.cz/detail/pronajem/byt/2+kk/zlin-zlin-kriby/2350232396;Pronájem bytu 2+kk 34 m²;Křiby, Zlín;10000.0;2+kk;34;Křiby
https://www.sreality.cz/detail/pronajem/byt/1+kk/otrokovice-kvitkovice-j-valcika/4044731212;Pronájem bytu 1+kk 29 m²;J. Valčíka, Otrokovice - Kvítkovice;10500.0;1+kk;29;J. Valčíka
https://www.sreality.cz/detail/pronajem/byt/3+kk/zlin-zlin-mostni/2919609164;Pronájem bytu 3+kk 65 m²;Mostní, Zlín;12000.0;3+kk;65;Mostní
https://www.sreality.cz/detail/pronajem/byt/3+kk/zlin-zlin-na-honech-i/302363468;Pronájem bytu 3+kk 98 m²;Na Honech I, Zlín;21700.0;3+kk;98;Na Honech I
https://www.sreality.cz/detail/pronajem/byt/3+kk/frystak-horni-ves-komenskeho/2452992844;Pronájem bytu 3+kk 62 m²;Komenského, Fryšták - Horní Ves;18000.0;3+kk;62;Komenského
https://www.sreality.cz/detail/pronajem/byt/1+kk/vizovice-vizovice-masarykovo-nam/2659627852;Pronájem bytu 1+kk 30 m²;Masarykovo nám., Vizovice;11500.0;1+kk;30;Masarykovo nám.
https://www.sreality.cz/detail/pronajem/byt/2+kk/zlin-zlin-partyzanska/2913579852;Pronájem bytu 2+kk 80 m²;Partyzánská, Zlín;23500.0;2+kk;80;Partyzánská
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-prstne-svat-cecha/1133032268;Pronájem bytu 1+kk 25 m²;Svat. Čecha, Zlín - Prštné;8400.0;1+kk;25;Svat. Čecha
https://www.sreality.cz/detail/pronajem/byt/2+kk/zlin-zlin-pasecka/1124811340;Pronájem bytu 2+kk 48 m²;Pasecká, Zlín;17500.0;2+kk;48;Pasecká
https://www.sreality.cz/detail/pronajem/byt/pokoj/otrokovice-otrokovice-napajedelska/3607974476;Pronájem bytu pokoje 35 m²;Napajedelská, Otrokovice;9000.0;1 pokoj;35;Napajedelská
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-stefanikova/762589772;Pronájem bytu 1+kk 20 m²;Štefánikova, Zlín;11900.0;1+kk;20;Štefánikova
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-malenovice-hrebickova/1864807244;Pronájem bytu 1+kk 30 m²;Hřebíčkova, Zlín - Malenovice;15000.0;1+kk;30;Hřebíčkova
https://www.sreality.cz/detail/pronajem/byt/1+1/zlin-louky-zadni-luhy/824423244;Pronájem bytu 1+1 20 m²;Zadní luhy, Zlín - Louky;10000.0;1+1;20;Zadní luhy
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-vejvanovska/757314380;Pronájem bytu 1+kk 20 m²;Vejvanovská, Zlín;11500.0;1+kk;20;Vejvanovská
https://www.sreality.cz/detail/pronajem/byt/1+kk/otrokovice-kvitkovice-spojovaci/3810964300;SLEVA: Pronájem bytu 1+kk 38 m²;Spojovací, Otrokovice - Kvítkovice;11450.0;1+kk;38;Spojovací
https://www.sreality.cz/detail/pronajem/byt/1+1/vizovice-vizovice-stepska/2686890828;Pronájem bytu 1+1 34 m²;Štěpská, Vizovice;9200.0;1+1;34;Štěpská
https://www.sreality.cz/detail/pronajem/byt/atypicky/zlin-zlin-vejvanovska/692564812;Pronájem bytu atypický 93 m²;Vejvanovská, Zlín;15500.0;atypický;93;Vejvanovská
https://www.sreality.cz/detail/pronajem/byt/1+kk/otrokovice-otrokovice-skolni/2030089036;Pronájem bytu 1+kk 30 m²;Školní, Otrokovice;8900.0;1+kk;30;Školní
https://www.sreality.cz/detail/pronajem/byt/1+1/zlin-zlin-nivy-i/2486219596;SLEVA: Pronájem bytu 1+1 42 m²;Nivy I, Zlín;12000.0;1+1;42;Nivy I
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-stefanikova/1075884876;Pronájem bytu 2+1 35 m²;Štefánikova, Zlín;14000.0;2+1;35;Štefánikova
https://www.sreality.cz/detail/pronajem/byt/2+1/slavicin-slavicin-dlouha/1811002188;Pronájem bytu 2+1 50 m²;Dlouhá, Slavičín;12000.0;2+1;50;Dlouhá
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-lorencova/1268953932;Pronájem bytu 1+kk 26 m²;Lorencova, Zlín;10900.0;1+kk;26;Lorencova
https://www.sreality.cz/detail/pronajem/byt/4+1/zlin-zlin-zalesna-ii/888320844;Pronájem bytu 4+1 98 m²;Zálešná II, Zlín;20400.0;4+1;98;Zálešná II
https://www.sreality.cz/detail/pronajem/byt/1+1/slavicin-slavicin-u-zahradek/487764812;Pronájem bytu 1+1 36 m²;U Zahrádek, Slavičín;9000.0;1+1;36;U Zahrádek
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-stefanikova/2787291980;Pronájem bytu 1+kk 24 m²;Štefánikova, Zlín;11900.0;1+kk;24;Štefánikova
https://www.sreality.cz/detail/pronajem/byt/1+kk/otrokovice-otrokovice-/568570700;Pronájem bytu 1+kk 35 m²;Otrokovice;11500.0;1+kk;35;Otrokovice
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-na-honech-i/520336204;Pronájem bytu 1+kk 29 m²;Na Honech I, Zlín;9500.0;1+kk;29;Na Honech I
https://www.sreality.cz/detail/pronajem/byt/3+kk/zlin-zlin-vaclavska/1514386252;Pronájem bytu 3+kk 92 m²;Václavská, Zlín;18900.0;3+kk;92;Václavská
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-vetrna/2431017548;Pronájem bytu 1+kk 26 m²;Větrná, Zlín;8900.0;1+kk;26;Větrná
https://www.sreality.cz/detail/pronajem/byt/3+kk/zlin-zlin-vezove-domy/2053354316;Pronájem bytu 3+kk 62 m²;Věžové domy, Zlín;14000.0;3+kk;62;Věžové domy
https://www.sreality.cz/detail/pronajem/byt/1+1/zlin-priluky-pod-mlynem/1664791372;Pronájem bytu 1+1 33 m²;Pod Mlýnem, Zlín - Příluky;10000.0;1+1;33;Pod Mlýnem
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-breznicka/217887564;Pronájem bytu 1+kk 42 m²;Březnická, Zlín;15500.0;1+kk;42;Březnická
https://www.sreality.cz/detail/pronajem/byt/2+kk/zlin-zlin-kuty/1074008652;Pronájem bytu 2+kk 62 m²;Kúty, Zlín;18900.0;2+kk;62;Kúty
https://www.sreality.cz/detail/pronajem/byt/1+kk/frystak-frystak-holesovska/3423384396;Pronájem bytu 1+kk 26 m²;Holešovská, Fryšták;9000.0;1+kk;26;Holešovská
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-kamenna/758952780;Pronájem bytu 2+1 57 m²;Kamenná, Zlín;13700.0;2+1;57;Kamenná
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-stipa-kostelecka/2638000972;Pronájem bytu 1+kk 30 m²;Kostelecká, Zlín - Štípa;9500.0;1+kk;30;Kostelecká
https://www.sreality.cz/detail/pronajem/byt/4+kk/zlin-kudlov-vrchy/1114420044;Pronájem bytu 4+kk 147 m²;Vrchy, Zlín - Kudlov;35000.0;4+kk;147;Vrchy
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-zlin-breznicka/3217011532;Pronájem bytu 1+kk 42 m²;Březnická, Zlín;12000.0;1+kk;42;Březnická
https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-dukelska/402633548;Pronájem bytu 2+1 54 m²;Dukelská, Zlín;17000.0;2+1;54;Dukelská
https://www.sreality.cz/detail/pronajem/byt/3+kk/luhacovice-luhacovice-uprkova/1598010188;Pronájem bytu 3+kk 82 m²;Úprkova, Luhačovice;20000.0;3+kk;82;Úprkova
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-prstne-svat-cecha/1133032268;Pronájem bytu 1+kk 25 m²;Svat. Čecha, Zlín - Prštné;8400.0;1+kk;25;Svat. Čecha
https://www.sreality.cz/detail/pronajem/byt/1+kk/zlin-prstne-b-nemcove/1974055756;Pronájem bytu 1+kk 28 m²;B. Němcové, Zlín - Prštné;12200.0;1+kk;28;B. Němcové
https://www.sreality.cz/detail/pronajem/byt/3+1/otrokovice-otrokovice-/685355852;Pronájem bytu 3+1 74 m²;Otrokovice;18000.0;3+1;74;Otrokovice
https://www.sreality.cz/detail/pronajem/byt/1+1/otrokovice-kvitkovice-snp/3743904332;Pronájem bytu 1+1 42 m²;SNP, Otrokovice - Kvítkovice;13000.0;1+1;42;SNP
https://www.sreality.cz/detail/pronajem/byt/4+1/zlin-zlin-okruzni/775029324;Pronájem bytu 4+1 88 m²;Okružní, Zlín;25500.0;4+1;88;Okružní
https://www.sreality.cz/detail/pronajem/byt/3+1/zlin-zlin-benesovo-nabrezi/690664268;Pronájem bytu 3+1 68 m²;Benešovo nábřeží, Zlín;21500.0;3+1;68;Benešovo nábřeží
